State/ UT,Sl. No.,District/ Area,Year,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dowry Deaths,Assault on Women with intent to outrage her Modesty_Total,Insult to the Modesty of Women_Total,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Abetment of Suicides of Women,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986",Protection of Children from Sexual Offences Act,"Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,Total Crimes against Women
Gujarat,16,Gir Somnath,2015.0,6.0,0.0,14.0,0.0,27.0,2.0,122.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,174.0
Gujarat,17,Jamnagar,2015.0,11.0,0.0,36.0,1.0,20.0,1.0,169.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,253.0
Gujarat,18,Junagadh,2015.0,6.0,0.0,25.0,0.0,19.0,3.0,212.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,273.0
Gujarat,19,Kachchh East(G),2015.0,28.0,0.0,35.0,0.0,35.0,0.0,48.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,166.0
Gujarat,20,Kachchh West(B),2015.0,16.0,0.0,8.0,1.0,30.0,3.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,143.0
Gujarat,21,Kheda,2015.0,11.0,0.0,73.0,0.0,22.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,181.0
Gujarat,22,Mahisagar,2015.0,6.0,0.0,19.0,0.0,13.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
Gujarat,23,Mehsana,2015.0,17.0,0.0,81.0,0.0,39.0,0.0,180.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,322.0
Gujarat,24,Morbi,2015.0,8.0,0.0,21.0,0.0,8.0,1.0,58.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,104.0
Gujarat,25,Narmada,2015.0,1.0,0.0,5.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Gujarat,26,Navsari,2015.0,4.0,0.0,25.0,0.0,13.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,86.0
Gujarat,27,Panchmahal,2015.0,7.0,0.0,16.0,0.0,28.0,0.0,66.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,152.0
Gujarat,28,Patan,2015.0,16.0,1.0,16.0,0.0,42.0,0.0,72.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,156.0
Gujarat,29,Porbandar,2015.0,3.0,0.0,11.0,0.0,12.0,0.0,72.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,101.0
Gujarat,30,Rajkot City,2015.0,19.0,0.0,74.0,0.0,35.0,2.0,204.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,356.0
Gujarat,31,Rajkot Rural,2015.0,10.0,0.0,60.0,0.0,32.0,0.0,163.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,272.0
Gujarat,32,Sabarkantha,2015.0,3.0,0.0,19.0,0.0,33.0,3.0,176.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,244.0
Gujarat,33,Surat City,2015.0,43.0,0.0,143.0,1.0,50.0,1.0,260.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,502.0
Gujarat,34,Surat Rural,2015.0,8.0,0.0,43.0,1.0,13.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
Gujarat,35,Surendranagar,2015.0,21.0,0.0,36.0,2.0,26.0,1.0,57.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,164.0
Gujarat,36,Tapi,2015.0,10.0,0.0,9.0,0.0,13.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
Gujarat,37,Vadodara City,2015.0,15.0,0.0,45.0,0.0,104.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,399.0
